,Name,Country,Region,Winery,Rating,NumberOfRatings,Price,Year,Variety
1024,Gloria 2017,Austria,Burgenland,Kollwentz,4.5,45.0,79.68,2017,
1093,Zeltinger Schlossberg Riesling Auslese** 2007,Germany,Mosel,Markus Molitor,4.5,47.0,43.65,2007,
2144,Hommage à Jacques Perrin Châteauneuf-du-Pape 2014,France,Châteauneuf-du-Pape,Château de Beaucastel,4.5,191.0,320.71,2014,
1236,Tenuta Nuova Brunello di Montalcino 2013,Italy,Brunello di Montalcino,Casanova di Neri,4.5,1443.0,77.5,2013,
933,Corton-Charlemagne Grand Cru Blanc 2016,France,Corton-Charlemagne Grand Cru,Bouchard Père & Fils,4.5,43.0,178.96,2016,
4991,Pére de Famille Cabernet Sauvignon 2016,United States,Columbia Valley,Betz Family Winery,4.5,40.0,88.42,2016,
5001,Henley Shiraz 2005,Australia,McLaren Vale,Geoff Merrill,4.5,40.0,96.5,2005,
5005,Le Caggiole Vino Nobile di Montepulciano 2016,Italy,Vino Nobile di Montepulciano,Poliziano,4.5,40.0,79.5,2016,
4541,Reserva Especial 2006,Spain,Somontano,Enate,4.5,36.0,96.65,2006,
7540,Saint-Julien (Grand Cru Classé) 2005,France,Saint-Julien,Château Ducru-Beaucaillou,4.5,739.0,249.95,2005,
7572,Sorì San Lorenzo 2014,Italy,Langhe,Gaja,4.5,74.0,480.0,2014,
704,Belle Epoque Blanc de Blancs Champagne N.V.,France,Champagne,Perrier-Jouët,4.5,627.0,259.95,N.V.,
1161,60 Sessantanni Old Vines Primitivo di Manduria 2015,Italy,Primitivo di Manduria,San Marzano,4.5,14148.0,30.95,2015,
2698,Pauillac (Grand Cru Classé) 2016,France,Pauillac,Château Pontet-Canet,4.5,233.0,166.45,2016,
441,Cuvée Annamaria Clementi (Extra Brut) 2010,Italy,Franciacorta,Ca' del Bosco,4.5,206.0,88.9,2010,
4395,Pauillac (Premier Grand Cru Classé) 1992,France,Pauillac,Château Lafite Rothschild,4.5,346.0,1266.25,1992,
4409,Barbaresco 2016,Italy,Barbaresco,Gaja,4.5,349.0,179.0,2016,
7651,Campogiovanni Brunello di Montalcino Riserva Il Quercione 2011,Italy,Brunello di Montalcino,San Felice,4.5,76.0,67.26,2011,
524,Millenium Reserva 2009,Spain,Ribera del Duero,Tinto Pesquera,4.5,116.0,82.86,2009,
479,N.P.U Brut Champagne (Nec Plus Ultra) 1999,France,Champagne,Bruno Paillard,4.5,234.0,184.23,1999,
510,Femme de Champagne 1996,France,Champagne,Duval-Leroy,4.5,271.0,239.7,1996,
520,Cristal Brut Champagne (Millésimé) 2012,France,Champagne,Louis Roederer,4.5,282.0,205.84,2012,
525,Dom Ruinart Blanc de Blancs Brut Champagne 2007,France,Champagne,Ruinart,4.5,287.0,169.0,2007,
1136,Hill of Grace 2008,Australia,Eden Valley,Henschke,4.5,140.0,650.0,2008,
2847,Dominus (Christian Moueix) 2016,United States,Napa Valley,Dominus,4.5,245.0,355.8,2016,
6702,Saint-Émilion Grand Cru (Grand Cru Classé) 2005,France,Saint-Émilion Grand Cru,Château Péby Faugères,4.5,60.0,439.95,2005,
1270,Pieve Santa Restituta Sugarille Brunello di Montalcino 2013,Italy,Brunello di Montalcino,Gaja,4.5,146.0,149.0,2013,
2031,Amarone della Valpolicella Classico Riserva (Sergio Zenato) 2013,Italy,Amarone della Valpolicella Classico,Zenato,4.5,185.0,64.03,2013,
2046,Tenuta Nuova Brunello di Montalcino 2012,Italy,Brunello di Montalcino,Casanova di Neri,4.5,1856.0,89.0,2012,
2059,Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2013,France,Saint-Émilion Grand Cru,Château Cheval Blanc,4.5,186.0,485.45,2013,
175,Amarone della Valpolicella 2006,Italy,Amarone della Valpolicella,Zýmē,4.5,105.0,96.9,2006,
1013,Appius 2015,Italy,Südtirol - Alto Adige,St. Michael-Eppan,4.5,44.0,101.75,2015,
7013,FAY Cabernet Sauvignon 2015,United States,Napa Valley,Stag's Leap Wine Cellars,4.5,646.0,156.17,2015,
7015,S.L.V. Cabernet Sauvignon 2013,United States,Napa Valley,Stag's Leap Wine Cellars,4.5,648.0,179.0,2013,
1912,Ribera del Duero 2016,Spain,Ribera del Duero,Alión,4.5,178.0,67.0,2016,
1934,Pomerol 2015,France,Pomerol,Château La Fleur-Pétrus,4.5,179.0,248.95,2015,
1367,Corton-Charlemagne Grand Cru 2016,France,Corton-Charlemagne Grand Cru,Vincent Girardin,4.5,56.0,156.7,2016,
1370,Toscana Bianco 2016,Italy,Toscana,Ornellaia,4.5,56.0,251.23,2016,
1391,Scharzhofberger Riesling Auslese 2017,Germany,Wiltingen,Egon Müller - Scharzhof,4.5,56.0,450.0,2017,
1990,Pessac-Léognan (Grand Cru Classé de Graves) 2012,France,Pessac-Léognan,Château La Mission Haut-Brion,4.5,182.0,258.3,2012,
5197,Brunello di Montalcino 2015,Italy,Brunello di Montalcino,Giodo,4.5,42.0,95.53,2015,
2860,Amarone della Valpolicella 2013,Italy,Amarone della Valpolicella,Costa Arente,4.5,246.0,62.88,2013,
2882,Barolo Percristina 2006,Italy,Barolo,Domenico Clerico,4.5,248.0,111.55,2006,
308,N.P.U Brut Champagne (Nec Plus Ultra) 2003,France,Champagne,Bruno Paillard,4.5,128.0,145.73,2003,
351,Clos Saint-Hilaire Brut Champagne 1999,France,Champagne,Billecart-Salmon,4.5,146.0,336.31,1999,
404,James Bond 007 Brut Champagne 2011,France,Champagne,Bollinger,4.5,182.0,167.66,2011,
171,'Giulio Ferrari' Riserva del Fondatore Rosé 2006,Italy,Trentino,Ferrari,4.5,66.0,239.0,2006,
300,Cuvée Elisabeth Salmon Brut Rosé Champagne 2007,France,Champagne,Billecart-Salmon,4.5,125.0,184.24,2007,
989,Pauillac (Grand Cru Classé) 2000,France,Pauillac,Château Pichon Baron,4.5,1339.0,309.9,2000,
4252,Pessac-Léognan (Premier Grand Cru Classé) 2014,France,Pessac-Léognan,Château Haut-Brion,4.5,334.0,498.95,2014,
7804,Saint-Julien (Grand Cru Classé) 2016,France,Saint-Julien,Château Ducru-Beaucaillou,4.5,79.0,239.0,2016,
2940,Pessac-Léognan (Grand Cru Classé de Graves) 2016,France,Pessac-Léognan,Château La Mission Haut-Brion,4.5,25.0,582.93,2016,
3182,Vürsù Barolo Campè 2012,Italy,Barolo,La Spinetta,4.5,267.0,131.58,2012,
3196,To Kalon Vineyard Reserve Cabernet Sauvignon 2015,United States,Oakville,Robert Mondavi,4.5,269.0,154.99,2015,
140,Clos du Temple 2018,France,Languedoc,Gérard Bertrand,4.5,52.0,249.0,2018,
7999,The Freedom 1843 Shiraz 2016,Australia,Barossa,Langmeil,4.5,83.0,63.24,2016,
5327,Emeritvs (Emeritus) 1998,Spain,Dominio de Valdepusa,Marqués de Griñon,4.5,43.0,53.29,1998,
6592,Sassicaia 2014,Italy,Bolgheri Sassicaia,Tenuta San Guido,4.5,5844.0,214.9,2014,
6604,Negru de Purcari 2016,Moldova,South Eastern,Château Purcari,4.5,588.0,39.98,2016,
1310,Pauillac (Grand Cru Classé) 2005,France,Pauillac,Château Pontet-Canet,4.5,1473.0,199.95,2005,
1798,Pieve Santa Restituta Rennina Brunello di Montalcino 2011,Italy,Brunello di Montalcino,Gaja,4.5,171.0,129.0,2011,
1804,Pauillac (Premier Grand Cru Classé) 1993,France,Pauillac,Château Mouton Rothschild,4.5,1717.0,1051.8,1993,
1809,Salzberg 2011,Austria,Burgenland,Heinrich,4.5,172.0,79.95,2011,
130,One Point Five Cabernet Sauvignon 2016,United States,Stags Leap District,Shafer,4.5,1030.0,120.01,2016,
1587,Kinheimer Hubertuslay Riesling Auslese 2015,Germany,Mosel,Markus Molitor,4.5,64.0,115.95,2015,
1294,Brunello di Montalcino Riserva Pianrosso Santa Caterina d'Oro 2012,Italy,Brunello di Montalcino,Ciacci Piccolomini d'Aragona,4.5,147.0,116.0,2012,
1000,Hommage à Jacques Perrin Châteauneuf-du-Pape 2015,France,Châteauneuf-du-Pape,Château de Beaucastel,4.5,134.0,341.18,2015,
4159,The Journeyman 2015,South Africa,Franschhoek,Boekenhoutskloof,4.5,33.0,110.75,2015,
4199,Mazis-Chambertin Grand Cru 2008,France,Mazis-Chambertin Grand Cru,Domaine Tortochot,4.5,33.0,185.95,2008,
7902,Tignanello 1989,Italy,Toscana,Antinori,4.5,81.0,925.08,1989,
7925,Pessac-Léognan (Grand Cru Classé de Graves) 2005,France,Pessac-Léognan,Château Pape Clément,4.5,811.0,179.0,2005,
3213,Clos de Vougeot Grand Cru 2012,France,Clos Vougeot Grand Cru,Joseph Drouhin,4.5,27.0,190.09,2012,
3278,Magrez Fombrauge Saint-Émilion Grand Cru 2005,France,Saint-Émilion Grand Cru,Château Fombrauge,4.5,27.0,219.95,2005,
3337,Bolgheri Superiore 2014,Italy,Bolgheri Superiore,Ornellaia,4.5,2747.0,174.49,2014,
3359,Adrianna Vineyard Fortuna Terrae Malbec 2013,Argentina,Mendoza,Catena Zapata,4.5,277.0,106.89,2013,
355,Brunello di Montalcino Riserva 2011,Italy,Brunello di Montalcino,Biondi-Santi,4.5,110.0,447.43,2011,
1680,Tenuta Guado al Tasso Bolgheri Superiore 2015,Italy,Bolgheri Superiore,Antinori,4.5,1658.0,99.9,2015,
1682,Scharzhofberger Riesling Auslese 2014,Germany,Wiltingen,Egon Müller - Scharzhof,4.5,68.0,554.1,2014,
1694,Chassagne-Montrachet Premier Cru Morgeot Marquis de Laguiche 2017,France,Chassagne-Montrachet Premier Cru,Joseph Drouhin,4.5,69.0,120.56,2017,
6623,Auritea Cabernet Franc 2015,Italy,Costa Toscana,Azienda Agricola Lunelli,4.5,59.0,66.0,2015,
5385,Chateauneuf-du-Pape La Combe Des Fous 2016,France,Châteauneuf-du-Pape,Clos Saint Jean,4.5,44.0,86.0,2016,
5464,Mazzano Amarone Della Valpolicella Classico 2011,Italy,Amarone della Valpolicella Classico,Masi,4.5,449.0,125.0,2011,
5487,Maria Adelaide Barbaresco 2004,Italy,Barbaresco,Bruno Rocca,4.5,45.0,145.5,2004,
673,Brunello di Montalcino Riserva 2010,Italy,Brunello di Montalcino,Conti Costanti,4.5,121.0,144.53,2010,
6749,Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2006,France,Saint-Émilion Grand Cru,Château Pavie,4.5,607.0,341.17,2006,
6759,Dedicato a Walter Bolgheri Superiore 2005,Italy,Bolgheri Superiore,Poggio Al Tesoro,4.5,61.0,99.9,2005,
6762,Grande Reserva 2013,Portugal,Alentejano,Herdade Grande,4.5,61.0,29.9,2013,
48,Clos Beylesse Côtes de Provence Rosé 2019,France,Côtes de Provence,Domaine de l'Abbaye,4.5,30.0,19.9,2019,
54,281 Rosé 2019,France,Provence,Minuty,4.5,31.0,52.89,2019,
3399,Ares 2016,Australia,Barossa Valley,Two Hands,4.5,28.0,120.0,2016,
3976,5 Stelle Sfursat 2016,Italy,Valtellina,Nino Negri,4.5,315.0,38.89,2016,
3978,Château Margaux (Premier Grand Cru Classé) 2013,France,Margaux,Château Margaux,4.5,315.0,409.42,2013,
4055,Costa Russi (Barbaresco) Langhe 2016,Italy,Langhe,Gaja,4.5,32.0,484.03,2016,
7961,The Echo Of G 2012,South Africa,Western Cape,4G Wine Estate,4.5,82.0,128.67,2012,
7974,Gran Enemigo Single Vineyard El Cepillo Cabernet Franc 2014,Argentina,San Carlos,El Enemigo,4.5,825.0,77.01,2014,
8207,Macán 2015,Spain,Rioja,Benjamin de Rothschild - Vega Sicilia,4.5,88.0,66.0,2015,
8209,Sorì Tildìn (Barbaresco) Langhe 2010,Italy,Langhe,Gaja,4.5,88.0,290.03,2010,
8216,Giorgio Bartholomäus 2008,Italy,Bolgheri Superiore,Tenuta Argentiera,4.5,88.0,100.8,2008,
460,Priorat 2017,Spain,Priorat,Clos Mogador,4.5,113.0,77.01,2017,
8526,Tignanello 1997,Italy,Toscana,Antinori,4.5,957.0,574.15,1997,
8541,Hanneli R 2013,South Africa,Paarl,La Motte Wine Estate,4.5,96.0,89.0,2013,
8570,Stropa Amarone della Valpolicella 2011,Italy,Amarone della Valpolicella Classico,Monte Dall'Ora,4.5,97.0,83.9,2011,
395,Paleo 2016,Italy,Toscana,Le Macchiole,4.5,111.0,92.05,2016,
8439,Papillon 2017,United States,Napa Valley,Orin Swift,4.5,937.0,86.76,2017,
8446,Pomerol 2016,France,Pomerol,Château La Fleur-Pétrus,4.5,94.0,279.95,2016,
8460,Saint-Émilion Grand Cru (Grand Cru Classé) 2010,France,Saint-Émilion Grand Cru,Château La Fleur Morange,4.5,94.0,109.95,2010,
6162,Cosimo Varvaglione Collezione Privata Primitivo di Manduria 2015,Italy,Primitivo di Manduria,Varvaglione,4.5,526.0,21.9,2015,
2235,Clos Sainte Hune Riesling Alsace 2013,France,Alsace,Trimbach,4.5,103.0,210.45,2013,
1953,Corton-Charlemagne Grand Cru 2013,France,Corton-Charlemagne Grand Cru,Joseph Drouhin,4.5,82.0,193.99,2013,
6443,Pessac-Léognan (Premier Grand Cru Classé) 2011,France,Pessac-Léognan,Château Haut-Brion,4.5,564.0,565.38,2011,
6272,Gaudium 2015,Spain,Rioja,Marqués de Cáceres,4.5,54.0,48.95,2015,
6567,Falletto Barolo Le Rocche del Falletto 2015,Italy,Barolo,Bruno Giacosa,4.5,58.0,189.15,2015,
6573,Cos d'Estournel 2010,France,Saint-Estèphe,Cos d'Estournel,4.5,580.0,369.0,2010,
1322,Pieve Santa Restituta Rennina Brunello di Montalcino 2013,Italy,Brunello di Montalcino,Gaja,4.5,148.0,129.0,2013,
5824,Carruades de Lafite Pauillac 2005,France,Pauillac,Château Lafite Rothschild,4.5,481.0,299.95,2005,
1581,Don Maximiano Founder's Reserve 2014,Chile,Aconcagua Valley,Errazuriz,4.5,1608.0,67.26,2014,
1637,Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2016,France,Saint-Émilion Grand Cru,Château Figeac,4.5,163.0,286.95,2016,
1646,Brunello di Montalcino 2010,Italy,Brunello di Montalcino,Valdicava,4.5,1634.0,92.15,2010,
2006,Appius 2013,Italy,Südtirol - Alto Adige,St. Michael-Eppan,4.5,85.0,100.99,2013,
5685,Côte-Rôtie La Turque 2014,France,Côte-Rôtie,E. Guigal,4.5,47.0,298.0,2014,
5719,Reserva Tinto 2017,Portugal,Alentejo,Quinta do Paral,4.5,47.0,27.99,2017,
727,Reserva Tinto 1999,Portugal,Alentejo,Marquês de Borba,4.5,123.0,50.2,1999,
8488,Transcendent Cabernet Sauvignon 2013,United States,Napa Valley,Black Stallion,4.5,95.0,249.95,2013,
3697,Curriculum Vitae Douro (CV) 2015,Portugal,Douro,Vale D. Maria,4.5,297.0,75.0,2015,
3700,Pessac-Léognan (Premier Grand Cru Classé) 2013,France,Pessac-Léognan,Château Haut-Brion,4.5,297.0,399.95,2013,
3764,Pomerol 2016,France,Pomerol,Château Trotanoy,4.5,30.0,339.95,2016,
3906,Unoperuno Barolo 2013,Italy,Barolo,Elio Altare,4.5,31.0,251.23,2013,
8132,Diciotto Primitivo 2016,Italy,Salento,Schola Sarmenti,4.5,86.0,42.27,2016,
404,Clos d'Ora 2015,France,Minervois La Livinière,Gérard Bertrand,4.5,111.0,229.0,2015,
1553,Barbaresco 2012,Italy,Barbaresco,Gaja,4.5,1593.0,149.0,2012,
5993,Cabernet Sauvignon 2014,United States,St. Helena,Spottswoode,4.5,500.0,169.0,2014,
6010,Brunello di Montalcino 2013,Italy,Brunello di Montalcino,Biondi-Santi,4.4,505.0,139.4,2013,
1548,Frans K. Smit 2015,South Africa,Stellenbosch,Spier,4.4,159.0,75.0,2015,
32,Saint-Julien (Grand Cru Classé) 2010,France,Saint-Julien,Château Léoville Poyferré,4.4,1008.0,189.0,2010,
26,Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2012,France,Saint-Émilion Grand Cru,Château Figeac,4.4,1000.0,174.49,2012,
3725,Chardonnay 2016,United States,Napa Valley,Chateau Montelena,4.4,1423.0,65.9,2016,
3176,Rossj-Bass Langhe 2018,Italy,Langhe,Gaja,4.4,263.0,62.95,2018,
3548,Corton-Charlemagne Grand Cru 2009,France,Corton-Charlemagne Grand Cru,Bonneau du Martray,4.4,541.0,249.95,2009,
3493,Baron de L Pouilly-Fumé 2015,France,Pouilly-Fumé,de Ladoucette,4.4,479.0,97.04,2015,
1435,Cos d'Estournel 2008,France,Saint-Estèphe,Cos d'Estournel,4.4,1534.0,165.0,2008,
1422,Châteauneuf-du-Pape Boisrenard 2016,France,Châteauneuf-du-Pape,Domaine de Beaurenard,4.4,153.0,59.0,2016,
1370,Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2012,France,Saint-Émilion Grand Cru,Château Belair-Monange,4.4,150.0,115.0,2012,
1397,Châteauneuf-du-Pape 2016,France,Châteauneuf-du-Pape,Château de Beaucastel,4.4,1517.0,79.0,2016,
2323,Baron de L Pouilly-Fumé 2016,France,Pouilly-Fumé,de Ladoucette,4.4,110.0,76.43,2016,
2327,Adrianna Vineyard White Stones Chardonnay 2017,Argentina,Mendoza,Catena Zapata,4.4,111.0,57.51,2017,
2421,Vinha Dos Amores Encruzado Dão Branco 2016,Portugal,Dão,Casa de Santar,4.4,120.0,29.99,2016,
6164,Bolgheri Superiore Sondraia 2016,Italy,Bolgheri Superiore,Poggio Al Tesoro,4.4,526.0,41.92,2016,
6185,Shamàn Montepulciano d'Abruzzo Riserva 2013,Italy,Montepulciano d'Abruzzo,Rosarubra,4.4,53.0,39.5,2013,
5732,Fruttaio Ca’ Rizzieri Sfursat di Valtellina 2013,Italy,Sforzato della Valtellina,Aldo Rainoldi,4.4,472.0,38.7,2013,
771,Batonnage (Red Scorpion) 2016,Austria,Niederösterreich,Scheiblhofer,4.4,125.0,149.0,2016,
5746,Luce Brunello di Montalcino 2013,Italy,Brunello di Montalcino,Luce della Vite,4.4,476.0,95.43,2013,
5795,Ansela van de Caab 2017,South Africa,Stellenbosch,Muratie,4.4,48.0,17.79,2017,
5851,Saint-Julien (Grand Cru Classé) 2007,France,Saint-Julien,Château Léoville Las Cases,4.4,487.0,165.23,2007,
5992,La Creu Alta 2016,Spain,Priorat,Bodegas Mas Alta,4.4,50.0,86.76,2016,
1329,Brunello di Montalcino 2014,Italy,Brunello di Montalcino,Casanova di Neri,4.4,1483.0,44.52,2014,
1332,Tenuta Nuova Brunello di Montalcino 2011,Italy,Brunello di Montalcino,Casanova di Neri,4.4,1488.0,75.18,2011,
1588,Nuits-Saint-Georges Aux Perdrix Premier Cru 2015,France,Nuits-Saint-Georges 1er Cru 'Aux Perdrix',Domaine des Perdrix,4.4,161.0,101.85,2015,
1603,Pago Negralada Tempranillo 2013,Spain,Castilla y León,Abadia Retuerta,4.4,162.0,67.26,2013,
1624,Châteauneuf-du-Pape 2015,France,Châteauneuf-du-Pape,Château de Beaucastel,4.4,1627.0,68.18,2015,
3551,Eight Years In The Desert 2018,United States,California,Orin Swift,4.4,2881.0,82.86,2018,
3631,Jaspis Syrah 2015,Germany,Baden,Ziereisen,4.4,29.0,57.7,2015,
3648,Terre di Cariano Riserva Amarone della Valpolicella Classico 2012,Italy,Amarone della Valpolicella Classico,Cecilia Beretta,4.4,291.0,37.63,2012,
3651,La Cueva del Contador Rioja 2015,Spain,Rioja,Bodega Contador (Benjamín Romeo),4.4,291.0,86.98,2015,
3675,Falletto Barbaresco Asili 2012,Italy,Barbaresco,Bruno Giacosa,4.4,294.0,111.55,2012,
3695,Amarone della Valpolicella Classico 2015,Italy,Amarone della Valpolicella Classico,Zenato,4.4,2964.0,29.9,2015,
3707,Terra Incognita 2014,Spain,Ribera del Duero,Bodegas Vilano,4.4,298.0,29.9,2014,
3732,Einzelstück 2016,Germany,Pfalz,Schneider,4.4,30.0,29.5,2016,
3739,Kirschgarten Spatburgunder GG 2015,Germany,Pfalz,Knipser,4.4,30.0,39.0,2015,
8329,Côte à Côte Estate 2013,United States,Paso Robles,L'Aventure,4.4,91.0,109.0,2013,
3771,Giramonte Toscana 2016,Italy,Toscana,Tenuta Castiglioni,4.4,30.0,99.91,2016,
1033,Campogiovanni Brunello di Montalcino Riserva Il Quercione 2010,Italy,Brunello di Montalcino,San Felice,4.4,136.0,105.73,2010,
3794,The Beautiful Syrah 2016,United States,Walla Walla Valley,K Vintners,4.4,30.0,77.47,2016,
3877,Chianti Classico Gran Selezione 2010,Italy,Chianti Classico,Isole e Olena,4.4,31.0,193.03,2010,
3924,Gran Lombardo Amarone della Valpolicella Classico 2015,Italy,Amarone della Valpolicella Classico,Bonfanti,4.4,31.0,68.14,2015,
432,Pauillac (Grand Cru Classé) 2011,France,Pauillac,Château Pichon Baron,4.4,1125.0,139.0,2011,
8180,Domaine des Tourettes Hermitage Rouge 2016,France,Hermitage,Delas,4.4,87.0,63.36,2016,
8194,Es Primitivo di Manduria 2016,Italy,Primitivo di Manduria,Gianfranco Fino,4.4,873.0,46.46,2016,
8213,Barolo Bussia Colonnello 2013,Italy,Barolo,Aldo Conterno,4.4,88.0,130.95,2013,
458,Pauillac (Grand Cru Classé) 2017,France,Pauillac,Château Pichon Longueville Comtesse de Lalande,4.4,113.0,154.99,2017,
8056,Pauillac (Premier Grand Cru Classé) 1992,France,Pauillac,Château Mouton Rothschild,4.4,840.0,1071.29,1992,
8059,Saint-Julien (Grand Cru Classé) 2008,France,Saint-Julien,Château Ducru-Beaucaillou,4.4,843.0,136.8,2008,
8079,Châteauneuf-du-Pape Vieilles Vignes 2017,France,Châteauneuf-du-Pape,Domaine de la Janasse,4.4,85.0,58.39,2017,
8507,Saint-Émilion Grand Cru (Grand Cru Classé) 2006,France,Saint-Émilion Grand Cru,Château Pavie Decesse,4.4,95.0,174.49,2006,
376,Don Maximiano Founder's Reserve 2015,Chile,Aconcagua Valley,Errazuriz,4.4,1106.0,83.6,2015,
8578,Primus Malbec 2017,Argentina,Tunuyán,Salentein,4.4,97.0,45.95,2017,
8422,Mantènghja 2015,Italy,Isola dei Nuraghi,Capichera,4.4,93.0,86.76,2015,
8473,Saint-Julien (Grand Cru Classé) 2006,France,Saint-Julien,Château Ducru-Beaucaillou,4.4,940.0,165.0,2006,
3502,ARTEMIS Cabernet Sauvignon 2017,United States,Napa Valley,Stag's Leap Wine Cellars,4.4,2836.0,65.0,2017,
3509,Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2010,France,Saint-Émilion Grand Cru,Clos Fourtet,4.4,285.0,159.95,2010,
3519,Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2010,France,Saint-Émilion Grand Cru,Château Pavie Macquin,4.4,285.0,149.95,2010,
1067,Musigny Grand Cru (Cuveé Vieilles Vignes) 1990,France,Musigny Grand Cru,Domaine Comte Georges de Vogüé,4.4,137.0,995.0,1990,
3376,Lamaione Toscana 2012,Italy,Toscana,Tenuta CastelGiocondo,4.4,279.0,53.35,2012,
3379,Barbaresco Albesani Santo Stefano 2011,Italy,Barbaresco,Bruno Giacosa,4.4,279.0,105.73,2011,
3389,Barolo Riserva (Cascina Dardi) 2011,Italy,Barolo,Alessandro e Gian Natale Fantino,4.4,28.0,48.0,2011,
3408,L’Archange Saint-Émilion 2005,France,Saint-Émilion,Château L’Archange,4.4,28.0,69.95,2005,
3437,Spätburgunder CCL 2013,Germany,Baden,Fritz Waßmer,4.4,28.0,68.0,2013,
3470,Freestone-Occidental Pinot Noir 2016,United States,Sonoma Coast,Occidental,4.4,281.0,80.24,2016,
3473,In & Out 2014,Italy,Montepulciano d'Abruzzo,Collefrisio,4.4,281.0,32.95,2014,
3483,Hommage à Jacques Perrin Châteauneuf-du-Pape 2013,France,Châteauneuf-du-Pape,Château de Beaucastel,4.4,282.0,387.97,2013,
8501,Pian delle Vigne Vignaferrovia Brunello di Montalcino Riserva 2013,Italy,Brunello di Montalcino,Antinori,4.4,95.0,129.0,2013,
8124,Palmenti Negroamaro Salento Vigne Vecchie 2016,Italy,Salento,Masseria Pietrosa,4.4,86.0,27.78,2016,
3926,Campo del Drago Brunello di Montalcino 2015,Italy,Toscana,Castiglion del Bosco,4.4,31.0,96.5,2015,
3931,Brunello di Montalcino 2014,Italy,Brunello di Montalcino,Giodo,4.4,31.0,73.01,2014,
4006,Les Vaucrains Nuits Saint Georges 1er Cru 2013,France,Nuits-Saint-Georges,Domaine Robert Chevillon,4.4,32.0,107.45,2013,
4070,Brunello di Montalcino Montosoli 2013,Italy,Brunello di Montalcino,Altesino,4.4,320.0,63.92,2013,
467,Pessac-Léognan (Grand Cru Classé de Graves) 2006,France,Pessac-Léognan,Château Pape Clément,4.4,1132.0,129.0,2006,
7958,Grans Muralles 2015,Spain,Conca de Barberà,Torres,4.4,82.0,86.33,2015,
7995,Devil's Candy Red Blend 2017,United States,Napa Valley,689 - Six Eight Nine,4.4,83.0,38.5,2017,
8042,Millenium Reserva 1996,Spain,Ribera del Duero,Tinto Pesquera,4.4,84.0,389.43,1996,
8045,Costa Russi (Barbaresco) Langhe 2013,Italy,Langhe,Gaja,4.4,84.0,430.0,2013,
4104,Bramasole Syrah 2015,Italy,Cortona,La Braccesca,4.4,325.0,46.0,2015,
4169,Côte-Rôtie 2005,France,Côte-Rôtie,Tardieu-Laurent,4.4,33.0,89.95,2005,
7855,Saint-Julien (Grand Cru Classé) 2001,France,Saint-Julien,Château Ducru-Beaucaillou,4.4,799.0,157.4,2001,
7892,Margaux (Grand Cru Classé) 2005,France,Margaux,Château Rauzan-Ségla,4.4,808.0,139.95,2005,
46,Blanc de Blancs Brut Champagne 2014,France,Champagne,Deutz,4.4,32.0,72.0,2014,
67,Grande Cuvée de Purcari Extra Brut 2016,Moldova,South Eastern,Château Purcari,4.4,35.0,49.98,2016,
72,Brut Nature N.V.,Germany,Pfalz,Frank John,4.4,36.0,28.0,N.V.,
3217,Gevrey-Chambertin 1er Cru 'Clos des Issarts' (Monopole) 2013,France,Gevrey-Chambertin 1er Cru 'Issarts',Faiveley,4.4,27.0,73.9,2013,
